"gene","panel","category","headline","source","agora_id","ensembl_gene_id","total_nominations","initial_nomination","nominating_teams","cohort_studies","input_data","programs","pharos_class","in_geomx","in_control_signature","in_adcaa_signature","in_any_signature","fully_evaluable"
"EPB41L3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79125","ENSG00000082397",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"EPHA1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792c0","ENSG00000146904",2,2018,"Duke; Mayo-UFL-ISB","ADNI; Mayo","Genetics; Metabolomics; RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"EPHX2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791ef","ENSG00000120915",2,2022,"Duke; Emory-Sage-SGC","Banner; ROSMAP","Genetics; Protein","AMP-AD; TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"FCER1G","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79316","ENSG00000158869",2,2018,"Emory-Sage-SGC; Mayo-UFL-ISB","Banner; Mayo; ROSMAP","Genetics; Protein; RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"FIBP","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793b2","ENSG00000172500",2,2019,"Chang Lab; MSSM - Roussos Lab","FreshMicro; Kronos; Mayo; ROSMAP","Genetics; RNA","AMP-AD; Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"FLT1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79156","ENSG00000102755",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"FN1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791c5","ENSG00000115414",2,2026,"Columbia; IUSM-Purdue","GSE138852; syn18485175; syn20801188","Genetics; Protein; RNA","FunGen-AD; TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"FOXO1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792df","ENSG00000150907",2,2018,"Duke; MSSM - Roussos Lab","ADNI; HBI_scRNAseq","Genetics; Metabolomics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"FRZB","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79330","ENSG00000162998",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"GABRA2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792eb","ENSG00000151834",2,2023,"ASU; Duke","VirusResilience","Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"GFAP","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7922e","ENSG00000131095",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Genetics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"GIMAP8","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793a5","ENSG00000171115",2,2022,"IUSM-Purdue; MSSM - Roussos Lab","ABA; GSE33000; GSE44772; GSE48350; GSE5281; HBI_scRNAseq; MSBB; Mayo; ROSMAP","RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"GMPR","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7926d","ENSG00000137198",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"GPC5","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793dc","ENSG00000179399",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"GPNMB","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79261","ENSG00000136235",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"GRIA2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791eb","ENSG00000120251",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Genetics; Protein; RNA","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"HLA-DRA","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79450","ENSG00000204287",2,2019,"Chang Lab; IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; Kronos; MSBB; Mayo; ROSMAP; Rush","Genetics; RNA","Community; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"HNRNPM","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7913f","ENSG00000099783",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"HOMER1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792ed","ENSG00000152413",2,2018,"Chang Lab; Emory","ACT; BLSA; Banner; Kronos; Mayo; ROSMAP; Rush","Genetics; Protein; RNA","AMP-AD; Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"HSPB1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7917b","ENSG00000106211",2,2018,"Columbia-Rush; Emory","ACT; BLSA; Banner; ROSMAP","Clinical; Protein","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"IGF1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790ce","ENSG00000017427",2,2018,"MSSM - Roussos Lab; Mayo-UFL-ISB","HBI_scRNAseq; Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"IL10RA","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7919e","ENSG00000110324",2,2018,"IUSM-Purdue; Mayo-UFL-ISB","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ITGAM","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79392","ENSG00000169896",2,2022,"IUSM-Purdue; MSSM - Roussos Lab","ABA; GSE33000; GSE44772; GSE48350; GSE5281; HBI_scRNAseq; MSBB; Mayo; ROSMAP","RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"ITGB2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7931c","ENSG00000160255",2,2020,"IUSM-Purdue; MSSM - Zhang Lab","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","Genetics; Protein; RNA","AMP-AD; TREAT-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"KALRN","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79319","ENSG00000160145",2,2018,"Columbia-Rush; MSSM - Zhang Lab","MSBB; ROSMAP","Clinical; Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"LACTB","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7915f","ENSG00000103642",2,2020,"Emory","Banner; ROSMAP; https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2","Genetics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"LAG3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79131","ENSG00000089692",2,2018,"JAX-VUMC-UW Resilience; Mayo-UFL-ISB","AD-BXD mice; Mayo","Behavior; RNA","AMP-AD; Resilience-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"LAIR1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7936e","ENSG00000167613",2,2022,"Duke; IUSM-Purdue","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"LAPTM5","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79326","ENSG00000162511",2,2019,"Chang Lab; JAX-VUMC-UW Resilience","AD-BXD mice; Kronos; Mayo; ROSMAP","Behavior; Genetics; RNA","Community; Resilience-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"LCP1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79260","ENSG00000136167",2,2022,"IUSM-Purdue; MSSM - Zhang Lab","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","Protein; RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"LMNA","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7931b","ENSG00000160789",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"LRP1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79201","ENSG00000123384",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"LYVE1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79242","ENSG00000133800",2,2018,"MSSM - Roussos Lab; Mayo-UFL-ISB","HBI_scRNAseq; Mayo","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"MEF2C","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79135","ENSG00000081189",2,2018,"Duke; MSSM - Zhang Lab","ADNI; MSBB","Genetics; Metabolomics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"MOBP","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7937c","ENSG00000168314",2,2018,"ASU; Mayo-UFL-ISB","Mayo; VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"MRC1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79476","ENSG00000260314",2,2023,"ASU; MSSM - Roussos Lab","HBI_scRNAseq; VirusResilience","RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"MRPL37","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791ce","ENSG00000116221",2,2018,"Columbia-Rush; Duke","ROSMAP","Clinical; Genetics; Metabolomics; Phenomics; Protein; RNA","AMP-AD","Tdark",TRUE,TRUE,TRUE,TRUE,TRUE
"MS4A4A","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79199","ENSG00000110079",2,2018,"IUSM-Purdue; Mayo-UFL-ISB","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","Genetics; RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"MS4A6A","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79198","ENSG00000110077",2,2018,"IUSM-Purdue; Mayo-UFL-ISB","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"NDUFS1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790d8","ENSG00000023228",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Protein","AMP-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"NDUFS2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79312","ENSG00000158864",2,2018,"Emory; Emory-Sage-SGC","ACT; BLSA; Banner; Emory; MSBB; ROSMAP","Protein; RNA","AMP-AD; TREAT-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"NDUFS3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7945c","ENSG00000213619",2,2023,"MSSM - Zhang Lab; Mayo","MSBB; Mayo; ROSMAP","Genetics; Protein; RNA","AMP-AD; Resilience-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"NDUFV1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79370","ENSG00000167792",2,2018,"Emory; Mayo","ACT; BLSA; Banner; MSBB; Mayo; ROSMAP","Genetics; Protein; RNA","AMP-AD; Resilience-AD","Tclin",TRUE,TRUE,TRUE,TRUE,TRUE
"NLRC5","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7928d","ENSG00000140853",2,2018,"Duke; MSSM - Zhang Lab","ADNI; MSBB","Genetics; Metabolomics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"NNT","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791b3","ENSG00000112992",2,2018,"Columbia-Rush; Emory","ACT; BLSA; Banner; ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"NONO","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792c2","ENSG00000147140",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"NRXN3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790d5","ENSG00000021645",2,2018,"ASU; Duke","ADNI; VirusResilience","Genetics; Metabolomics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"NTN1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790f7","ENSG00000065320",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"NTN3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7931f","ENSG00000162068",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"NXPH1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791fa","ENSG00000122584",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"OLFM1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7922b","ENSG00000130558",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"OLFM3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791e3","ENSG00000118733",2,2018,"MSSM - Zhang Lab","MSBB","Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"OLFML3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791d2","ENSG00000116774",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"PADI2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791d5","ENSG00000117115",2,2018,"Emory; MSSM - Roussos Lab","ACT; BLSA; Banner; HBI_scRNAseq","Protein; RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"PAFAH1B3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7911c","ENSG00000079462",2,2018,"Columbia-Rush; Emory","ACT; BLSA; Banner; ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"PGLS","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79226","ENSG00000130313",2,2018,"Columbia-Rush; Emory","ACT; BLSA; Banner; ROSMAP","Clinical; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"PICALM","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79111","ENSG00000073921",2,2018,"Duke; MSSM - Roussos Lab","ADNI; FreshMicro","Genetics; Metabolomics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"PLCB1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793f0","ENSG00000182621",2,2018,"Emory; MSSM - Zhang Lab","ACT; BLSA; Banner; MSBB","Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"PLCG2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79436","ENSG00000197943",2,2018,"IUSM-Purdue; Mayo-UFL-ISB","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","RNA","AMP-AD; TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"PLXNB1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79346","ENSG00000164050",2,2018,"Columbia-Rush; MSSM - Zhang Lab","MSBB; ROSMAP","Clinical; Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"PREX1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79203","ENSG00000124126",2,2018,"Chang Lab; Columbia-Rush","ROSMAP","Clinical; Genetics; Protein; RNA","AMP-AD; Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"PTPN6","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b791a6","ENSG00000111679",2,2022,"IUSM-Purdue; MSSM - Zhang Lab","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","Genetics; Protein; RNA","AMP-AD; TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"PTPRC","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79123","ENSG00000081237",2,2020,"IUSM-Purdue; MSSM - Zhang Lab","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","Genetics; Protein; RNA","AMP-AD; TREAT-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
"QPRT","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7915b","ENSG00000103485",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"RAB27B","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790f3","ENSG00000041353",2,2018,"Emory; MSSM - Zhang Lab","Banner; MSBB; ROSMAP","Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"RAB3A","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79178","ENSG00000105649",2,2018,"Columbia-Rush; Emory","ACT; BLSA; Banner; ROSMAP","Clinical; Genetics; Protein; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"RENBP","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79154","ENSG00000102032",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"RTF2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790d6","ENSG00000022277",2,2020,"Emory","Banner; ROSMAP; https://doi.org/10.1038/s41588-018-0311-9; https://doi.org/10.1038/s41588-019-0358-2","Genetics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SCARA3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79376","ENSG00000168077",2,2018,"ASU; Duke","ADNI; VirusResilience","Genetics; Metabolomics; RNA","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SDC4","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79204","ENSG00000124145",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SIPA1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7945b","ENSG00000213445",2,2018,"IUSM-Purdue; MSSM - Zhang Lab","ABA; GSE33000; GSE44772; GSE48350; GSE5281; MSBB; Mayo; ROSMAP","Genetics; RNA","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SLIT1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79414","ENSG00000187122",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SLIT3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b793fb","ENSG00000184347",2,2018,"Duke; Emory","ADNI; syn20933797; syn52525880","Genetics; Metabolomics; Protein","AMP-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SMOC1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79444","ENSG00000198732",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SNAP91","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b790f9","ENSG00000065609",2,2018,"Chang Lab; MSSM - Zhang Lab","Kronos; MSBB; Mayo; ROSMAP","Genetics; RNA","AMP-AD; Community","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SPOCK1","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b792ec","ENSG00000152377",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SPOCK2","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79186","ENSG00000107742",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"SPOCK3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b79421","ENSG00000196104",2,2020,"Emory; Emory-Sage-SGC","Banner; Emory; MSBB; ROSMAP","Protein","AMP-AD; TREAT-AD","Tbio",TRUE,TRUE,TRUE,TRUE,TRUE
"STAT3","AGORA_Wall_of_Targets","AGORA nominated target",FALSE,"AGORA AD Knowledge Portal","6a4fe61059f5a283d2b7937f","ENSG00000168610",2,2018,"MSSM - Zhang Lab; Mayo-UFL-ISB","MSBB; Mayo","Genetics; RNA","AMP-AD","Tchem",TRUE,TRUE,TRUE,TRUE,TRUE
