TargetName,MatrisomeDivision,MatrisomeCategory
TIMP1,Matrisome-associated,ECM Regulators
LAMB2,Core matrisome,ECM Glycoproteins
SEMA3E,Matrisome-associated,ECM-affiliated Proteins
NELL2,Core matrisome,ECM Glycoproteins
IL17F,Matrisome-associated,Secreted Factors
NGLY1,Matrisome-associated,ECM Regulators
SRGN,Core matrisome,Proteoglycans
OVGP1,Matrisome-associated,ECM-affiliated Proteins
PLAT,Matrisome-associated,ECM Regulators
SERPINA3,Matrisome-associated,ECM Regulators
LIF,Matrisome-associated,Secreted Factors
GPC1,Matrisome-associated,ECM-affiliated Proteins
EDIL3,Core matrisome,ECM Glycoproteins
SPP1,Core matrisome,ECM Glycoproteins
S100B,Matrisome-associated,Secreted Factors
FN1,Core matrisome,ECM Glycoproteins
SEMA4D,Matrisome-associated,ECM-affiliated Proteins
CRELD1,Core matrisome,ECM Glycoproteins
PCSK6,Matrisome-associated,ECM Regulators
VWF,Core matrisome,ECM Glycoproteins
S100A6,Matrisome-associated,Secreted Factors
MDK,Matrisome-associated,Secreted Factors
CLEC14A,Matrisome-associated,ECM-affiliated Proteins
WNT5B,Matrisome-associated,Secreted Factors
SPOCK1,Core matrisome,Proteoglycans
MEGF10,Matrisome-associated,Secreted Factors
SMOC2,Core matrisome,ECM Glycoproteins
FGF14,Matrisome-associated,Secreted Factors
PF4,Matrisome-associated,Secreted Factors
FAM20C,Matrisome-associated,ECM Regulators
COL11A2,Core matrisome,Collagens
IGF2,Matrisome-associated,Secreted Factors
VEGFC,Matrisome-associated,Secreted Factors
SFTPC,Matrisome-associated,ECM-affiliated Proteins
S100A1,Matrisome-associated,Secreted Factors
IL24,Matrisome-associated,Secreted Factors
ADAM22,Matrisome-associated,ECM Regulators
HAPLN2,Core matrisome,Proteoglycans
PGF,Matrisome-associated,Secreted Factors
NODAL,Matrisome-associated,Secreted Factors
ADAMTS6,Matrisome-associated,ECM Regulators
CCN2,Core matrisome,ECM Glycoproteins
LOXL4,Matrisome-associated,ECM Regulators
PLOD1,Matrisome-associated,ECM Regulators
COL4A1,Core matrisome,Collagens
LTA,Matrisome-associated,Secreted Factors
FGF17,Matrisome-associated,Secreted Factors
NGLY1,Matrisome-associated,ECM Regulators
FGF6,Matrisome-associated,Secreted Factors
FGF1,Matrisome-associated,Secreted Factors
PDGFB,Matrisome-associated,Secreted Factors
CXCL13,Matrisome-associated,Secreted Factors
GLDN,Core matrisome,ECM Glycoproteins
CLEC3B,Matrisome-associated,ECM-affiliated Proteins
MUC20,Matrisome-associated,ECM-affiliated Proteins
CRIM1,Core matrisome,ECM Glycoproteins
ANXA9,Matrisome-associated,ECM-affiliated Proteins
COL5A3,Core matrisome,Collagens
LTBP1,Core matrisome,ECM Glycoproteins
WIF1,Matrisome-associated,Secreted Factors
NRG1,Matrisome-associated,Secreted Factors
S100A10,Matrisome-associated,Secreted Factors
SEMA4C,Matrisome-associated,ECM-affiliated Proteins
EFEMP1,Core matrisome,ECM Glycoproteins
COL4A2,Core matrisome,Collagens
IFNA14,Matrisome-associated,Secreted Factors
MUC12,Matrisome-associated,ECM-affiliated Proteins
WNT8A,Matrisome-associated,Secreted Factors
CELA3A,Matrisome-associated,ECM Regulators
LIF,Matrisome-associated,Secreted Factors
VEGFB,Matrisome-associated,Secreted Factors
SEMA6A,Matrisome-associated,ECM-affiliated Proteins
ADAMTS10,Matrisome-associated,ECM Regulators
ELN,Core matrisome,ECM Glycoproteins
KITLG,Matrisome-associated,Secreted Factors
HSPG2,Core matrisome,Proteoglycans
GDF6,Matrisome-associated,Secreted Factors
THBS3,Core matrisome,ECM Glycoproteins
PTN,Matrisome-associated,Secreted Factors
SEMA6B,Matrisome-associated,ECM-affiliated Proteins
CCL19,Matrisome-associated,Secreted Factors
FREM1,Matrisome-associated,ECM-affiliated Proteins
SPOCK3,Core matrisome,Proteoglycans
EMCN,Matrisome-associated,ECM-affiliated Proteins
CTSA,Matrisome-associated,ECM Regulators
WNT10B,Matrisome-associated,Secreted Factors
FLT3LG,Matrisome-associated,Secreted Factors
TGFB2,Matrisome-associated,Secreted Factors
COL1A2,Core matrisome,Collagens
OVGP1,Matrisome-associated,ECM-affiliated Proteins
IGFBP4,Core matrisome,ECM Glycoproteins
WNT10A,Matrisome-associated,Secreted Factors
CLEC10A,Matrisome-associated,ECM-affiliated Proteins
LGI1,Core matrisome,ECM Glycoproteins
IL1F10,Matrisome-associated,Secreted Factors
MASP2,Matrisome-associated,ECM Regulators
CXCL3,Matrisome-associated,Secreted Factors
P4HA2,Matrisome-associated,ECM Regulators
SPOCK2,Core matrisome,Proteoglycans
CCL24,Matrisome-associated,Secreted Factors
CLEC18A,Matrisome-associated,ECM-affiliated Proteins
POMZP3,Core matrisome,ECM Glycoproteins
IGFBP7,Core matrisome,ECM Glycoproteins
SPON2,Core matrisome,ECM Glycoproteins
EGFL7,Matrisome-associated,Secreted Factors
TNFSF14,Matrisome-associated,Secreted Factors
BMP1,Matrisome-associated,ECM Regulators
IL18,Matrisome-associated,Secreted Factors
FGF4,Matrisome-associated,Secreted Factors
EMILIN1,Core matrisome,ECM Glycoproteins
ADAMTS13,Matrisome-associated,ECM Regulators
GDF11,Matrisome-associated,Secreted Factors
LGI3,Core matrisome,ECM Glycoproteins
BMP8B,Matrisome-associated,Secreted Factors
PLOD3,Matrisome-associated,ECM Regulators
AGT,Matrisome-associated,ECM Regulators
NPNT,Core matrisome,ECM Glycoproteins
SDC4,Matrisome-associated,ECM-affiliated Proteins
ADAMTS1,Matrisome-associated,ECM Regulators
MFAP3,Core matrisome,ECM Glycoproteins
WNT9B,Matrisome-associated,Secreted Factors
FBLN5,Core matrisome,ECM Glycoproteins
HHIP,Matrisome-associated,Secreted Factors
SLIT2,Core matrisome,ECM Glycoproteins
ANXA5,Matrisome-associated,ECM-affiliated Proteins
WNT11,Matrisome-associated,Secreted Factors
IL6,Matrisome-associated,Secreted Factors
GPC4,Matrisome-associated,ECM-affiliated Proteins
IGFBP5,Core matrisome,ECM Glycoproteins
PLXNB3,Matrisome-associated,ECM-affiliated Proteins
SEMA3B,Matrisome-associated,ECM-affiliated Proteins
FGF21,Matrisome-associated,Secreted Factors
LGALS1,Matrisome-associated,ECM-affiliated Proteins
IFNA5,Matrisome-associated,Secreted Factors
HAPLN4,Core matrisome,Proteoglycans
FGF18,Matrisome-associated,Secreted Factors
SEMA3A,Matrisome-associated,ECM-affiliated Proteins
VEGFD,Matrisome-associated,Secreted Factors
CCL3L3,Matrisome-associated,Secreted Factors
INTS6L,Core matrisome,ECM Glycoproteins
ITIH5,Matrisome-associated,ECM Regulators
PLXNA2,Matrisome-associated,ECM-affiliated Proteins
CCL26,Matrisome-associated,Secreted Factors
CXCL14,Matrisome-associated,Secreted Factors
MEGF8,Matrisome-associated,Secreted Factors
IGFBP2,Core matrisome,ECM Glycoproteins
HYAL2,Matrisome-associated,ECM Regulators
WNT2,Matrisome-associated,Secreted Factors
FGF13,Matrisome-associated,Secreted Factors
C1QTNF6,Matrisome-associated,ECM-affiliated Proteins
ASTL,Matrisome-associated,ECM Regulators
TIMP4,Matrisome-associated,ECM Regulators
CTSB,Matrisome-associated,ECM Regulators
DCN,Core matrisome,Proteoglycans
FBN3,Core matrisome,ECM Glycoproteins
NTNG2,Core matrisome,ECM Glycoproteins
RELN,Core matrisome,ECM Glycoproteins
HTRA1,Matrisome-associated,ECM Regulators
SEMA6C,Matrisome-associated,ECM-affiliated Proteins
CBLN2,Matrisome-associated,Secreted Factors
ADAMTS8,Matrisome-associated,ECM Regulators
ADAM23,Matrisome-associated,ECM Regulators
TGFB3,Matrisome-associated,Secreted Factors
MMP28,Matrisome-associated,ECM Regulators
SERPING1,Matrisome-associated,ECM Regulators
C1QTNF7,Matrisome-associated,ECM-affiliated Proteins
C1QL2,Matrisome-associated,ECM-affiliated Proteins
BRINP2,Matrisome-associated,Secreted Factors
ANXA11,Matrisome-associated,ECM-affiliated Proteins
ANXA1,Matrisome-associated,ECM-affiliated Proteins
CTSE,Matrisome-associated,ECM Regulators
S100A16,Matrisome-associated,Secreted Factors
SRGN,Core matrisome,Proteoglycans
AEBP1,Core matrisome,ECM Glycoproteins
BGN,Core matrisome,Proteoglycans
SERPINB6,Matrisome-associated,ECM Regulators
BCAN,Core matrisome,Proteoglycans
GH1,Matrisome-associated,Secreted Factors
CSPG4,Matrisome-associated,ECM-affiliated Proteins
CLEC12B,Matrisome-associated,ECM-affiliated Proteins
IL34,Matrisome-associated,Secreted Factors
AGRN,Core matrisome,ECM Glycoproteins
MEGF11,Matrisome-associated,Secreted Factors
SEMA4B,Matrisome-associated,ECM-affiliated Proteins
SERPINE2,Matrisome-associated,ECM Regulators
LAMB2,Core matrisome,ECM Glycoproteins
ISM1,Matrisome-associated,Secreted Factors
FGF8,Matrisome-associated,Secreted Factors
TNF,Matrisome-associated,Secreted Factors
IL36RN,Matrisome-associated,Secreted Factors
ADAM12,Matrisome-associated,ECM Regulators
INHBE,Matrisome-associated,Secreted Factors
GAS6,Core matrisome,ECM Glycoproteins
AMH,Matrisome-associated,Secreted Factors
MUC5B,Matrisome-associated,ECM-affiliated Proteins
MUC3A,Matrisome-associated,ECM-affiliated Proteins
S100A7,Matrisome-associated,Secreted Factors
MUC21,Matrisome-associated,ECM-affiliated Proteins
PLXDC2,Matrisome-associated,ECM-affiliated Proteins
PLXNB1,Matrisome-associated,ECM-affiliated Proteins
DHH,Matrisome-associated,Secreted Factors
TNR,Core matrisome,ECM Glycoproteins
EGLN3,Matrisome-associated,ECM Regulators
ADAM9,Matrisome-associated,ECM Regulators
CTSD,Matrisome-associated,ECM Regulators
CCL18,Matrisome-associated,Secreted Factors
MST1,Matrisome-associated,Secreted Factors
LTBP3,Core matrisome,ECM Glycoproteins
FGF11,Matrisome-associated,Secreted Factors
FSTL3,Matrisome-associated,Secreted Factors
GPC1,Matrisome-associated,ECM-affiliated Proteins
LGI4,Core matrisome,ECM Glycoproteins
LTBP4,Core matrisome,ECM Glycoproteins
VWA5B2,Core matrisome,ECM Glycoproteins
ANXA8,Matrisome-associated,ECM-affiliated Proteins
CST6,Matrisome-associated,ECM Regulators
CLEC4E,Matrisome-associated,ECM-affiliated Proteins
OGFOD2,Matrisome-associated,ECM Regulators
SBSPON,Core matrisome,ECM Glycoproteins
SLIT1,Core matrisome,ECM Glycoproteins
SNED1,Core matrisome,ECM Glycoproteins
SPARC,Core matrisome,ECM Glycoproteins
PRELP,Core matrisome,Proteoglycans
LRG1,Core matrisome,ECM Glycoproteins
CCN1,Core matrisome,ECM Glycoproteins
EMID1,Core matrisome,ECM Glycoproteins
CSTB,Matrisome-associated,ECM Regulators
ELSPBP1,Core matrisome,ECM Glycoproteins
CST4,Matrisome-associated,ECM Regulators
INHA,Matrisome-associated,Secreted Factors
TNFSF12,Matrisome-associated,Secreted Factors
SERPINA1,Matrisome-associated,ECM Regulators
LMAN1,Matrisome-associated,ECM-affiliated Proteins
MFGE8,Core matrisome,ECM Glycoproteins
PPBP,Matrisome-associated,Secreted Factors
TIMP3,Matrisome-associated,ECM Regulators
IFNA16,Matrisome-associated,Secreted Factors
PRSS3,Matrisome-associated,ECM Regulators
CRLF1,Matrisome-associated,Secreted Factors
LAMA5,Core matrisome,ECM Glycoproteins
PLXND1,Matrisome-associated,ECM-affiliated Proteins
ANXA2,Matrisome-associated,ECM-affiliated Proteins
NCAN,Core matrisome,Proteoglycans
COL6A1,Core matrisome,Collagens
CTSF,Matrisome-associated,ECM Regulators
ANXA7,Matrisome-associated,ECM-affiliated Proteins
IFNA4,Matrisome-associated,Secreted Factors
CCL3,Matrisome-associated,Secreted Factors
CLEC17A,Matrisome-associated,ECM-affiliated Proteins
MUCL1,Matrisome-associated,ECM-affiliated Proteins
IGF1,Matrisome-associated,Secreted Factors
CCL8,Matrisome-associated,Secreted Factors
SERPINH1,Matrisome-associated,ECM Regulators
S100A13,Matrisome-associated,Secreted Factors
FGF12,Matrisome-associated,Secreted Factors
S100A11,Matrisome-associated,Secreted Factors
CSF1,Matrisome-associated,Secreted Factors
LAMA1,Core matrisome,ECM Glycoproteins
NTNG1,Core matrisome,ECM Glycoproteins
PARM1,Matrisome-associated,ECM-affiliated Proteins
COL9A2,Core matrisome,Collagens
WNT3,Matrisome-associated,Secreted Factors
SEMA4F,Matrisome-associated,ECM-affiliated Proteins
SEMA4A,Matrisome-associated,ECM-affiliated Proteins
CELA2A,Matrisome-associated,ECM Regulators
C1QC,Matrisome-associated,ECM-affiliated Proteins
CHADL,Core matrisome,Proteoglycans
PLXNA1,Matrisome-associated,ECM-affiliated Proteins
SEMA3E,Matrisome-associated,ECM-affiliated Proteins
CST3,Matrisome-associated,ECM Regulators
C1QL3,Matrisome-associated,ECM-affiliated Proteins
COL5A2,Core matrisome,Collagens
PLAT,Matrisome-associated,ECM Regulators
IL25,Matrisome-associated,Secreted Factors
GDF1,Matrisome-associated,Secreted Factors
EGLN1,Matrisome-associated,ECM Regulators
SDC3,Matrisome-associated,ECM-affiliated Proteins
NELL2,Core matrisome,ECM Glycoproteins
COL11A1,Core matrisome,Collagens
HCFC2,Matrisome-associated,Secreted Factors
VWA5A,Core matrisome,ECM Glycoproteins
S100A4,Matrisome-associated,Secreted Factors
SERPINF1,Matrisome-associated,ECM Regulators
F12,Matrisome-associated,ECM Regulators
TNFSF13,Matrisome-associated,Secreted Factors
IFNA13,Matrisome-associated,Secreted Factors
ITIH4,Matrisome-associated,ECM Regulators
SPARCL1,Core matrisome,ECM Glycoproteins
SERPIND1,Matrisome-associated,ECM Regulators
MUC5AC,Matrisome-associated,ECM-affiliated Proteins
ANXA6,Matrisome-associated,ECM-affiliated Proteins
ADAMTS4,Matrisome-associated,ECM Regulators
ZFP91,Matrisome-associated,Secreted Factors
EGLN2,Matrisome-associated,ECM Regulators
ADAM15,Matrisome-associated,ECM Regulators
CST8,Matrisome-associated,ECM Regulators
ADAM11,Matrisome-associated,ECM Regulators
DPT,Core matrisome,ECM Glycoproteins
FGF3,Matrisome-associated,Secreted Factors
P4HA1,Matrisome-associated,ECM Regulators
ADAM32,Matrisome-associated,ECM Regulators
COL27A1,Core matrisome,Collagens
LOXL2,Matrisome-associated,ECM Regulators
ELFN2,Matrisome-associated,ECM-affiliated Proteins
COL6A2,Core matrisome,Collagens
BMP3,Matrisome-associated,Secreted Factors
VWDE,Core matrisome,ECM Glycoproteins
SERPINI1,Matrisome-associated,ECM Regulators
CSH2,Matrisome-associated,Secreted Factors
MATN4,Core matrisome,ECM Glycoproteins
TNXB,Core matrisome,ECM Glycoproteins
IL7,Matrisome-associated,Secreted Factors
EBI3,Matrisome-associated,Secreted Factors
C1QB,Matrisome-associated,ECM-affiliated Proteins
F7,Matrisome-associated,ECM Regulators
SERPINB1,Matrisome-associated,ECM Regulators
COL16A1,Core matrisome,Collagens
GDF2,Matrisome-associated,Secreted Factors
CSHL1,Matrisome-associated,Secreted Factors
COL18A1,Core matrisome,Collagens
CCL2,Matrisome-associated,Secreted Factors
A2M,Matrisome-associated,ECM Regulators
SERPINA3,Matrisome-associated,ECM Regulators
FGF2,Matrisome-associated,Secreted Factors
GDF5,Matrisome-associated,Secreted Factors
KNG1,Matrisome-associated,ECM Regulators
TIMP2,Matrisome-associated,ECM Regulators
C1QTNF4,Matrisome-associated,ECM-affiliated Proteins
BMP7,Matrisome-associated,Secreted Factors
PLXNB2,Matrisome-associated,ECM-affiliated Proteins
MEGF9,Matrisome-associated,Secreted Factors
CX3CL1,Matrisome-associated,Secreted Factors
REG3A,Matrisome-associated,ECM-affiliated Proteins
SERPINB7,Matrisome-associated,ECM Regulators
IL13,Matrisome-associated,Secreted Factors
SFRP2,Matrisome-associated,Secreted Factors
GREM1,Matrisome-associated,ECM-affiliated Proteins
CST9L,Matrisome-associated,ECM Regulators
P4HTM,Matrisome-associated,ECM Regulators
ADAMTSL5,Matrisome-associated,ECM Regulators
FCN1,Matrisome-associated,ECM-affiliated Proteins
CRLF3,Matrisome-associated,Secreted Factors
S100Z,Matrisome-associated,Secreted Factors
IL17F,Matrisome-associated,Secreted Factors
CLEC6A,Matrisome-associated,ECM-affiliated Proteins
PCOLCE,Core matrisome,ECM Glycoproteins
C1QTNF1,Matrisome-associated,ECM-affiliated Proteins
CTSZ,Matrisome-associated,ECM Regulators
MFAP1,Core matrisome,ECM Glycoproteins
TIMP1,Matrisome-associated,ECM Regulators
ADAMTS3,Matrisome-associated,ECM Regulators
C17orf58,Matrisome-associated,ECM Regulators
SBSPON,Core matrisome,ECM Glycoproteins
MUC12,Matrisome-associated,ECM-affiliated Proteins
CSH2,Matrisome-associated,Secreted Factors
CSHL1,Matrisome-associated,Secreted Factors
SEMA4C,Matrisome-associated,ECM-affiliated Proteins
PLXNA2,Matrisome-associated,ECM-affiliated Proteins
MEGF8,Matrisome-associated,Secreted Factors
CLEC14A,Matrisome-associated,ECM-affiliated Proteins
S100Z,Matrisome-associated,Secreted Factors
LOXL2,Matrisome-associated,ECM Regulators
IGF2,Matrisome-associated,Secreted Factors
ADAM9,Matrisome-associated,ECM Regulators
P4HTM,Matrisome-associated,ECM Regulators
FLT3LG,Matrisome-associated,Secreted Factors
TNFSF12,Matrisome-associated,Secreted Factors
ADAMTS3,Matrisome-associated,ECM Regulators
ASTL,Matrisome-associated,ECM Regulators
DCN,Core matrisome,Proteoglycans
LGI3,Core matrisome,ECM Glycoproteins
FGF12,Matrisome-associated,Secreted Factors
S100A1,Matrisome-associated,Secreted Factors
MATN4,Core matrisome,ECM Glycoproteins
CTSE,Matrisome-associated,ECM Regulators
ADAMTSL5,Matrisome-associated,ECM Regulators
LAMA5,Core matrisome,ECM Glycoproteins
BCAN,Core matrisome,Proteoglycans
MEGF11,Matrisome-associated,Secreted Factors
FGF3,Matrisome-associated,Secreted Factors
WNT2,Matrisome-associated,Secreted Factors
SEMA6B,Matrisome-associated,ECM-affiliated Proteins
MASP2,Matrisome-associated,ECM Regulators
IL24,Matrisome-associated,Secreted Factors
ADAM12,Matrisome-associated,ECM Regulators
TNXB,Core matrisome,ECM Glycoproteins
PGF,Matrisome-associated,Secreted Factors
FGF8,Matrisome-associated,Secreted Factors
CTSZ,Matrisome-associated,ECM Regulators
MST1,Matrisome-associated,Secreted Factors
PPBP,Matrisome-associated,Secreted Factors
ADAMTS6,Matrisome-associated,ECM Regulators
VWF,Core matrisome,ECM Glycoproteins
MFAP1,Core matrisome,ECM Glycoproteins
CLEC10A,Matrisome-associated,ECM-affiliated Proteins
ELFN2,Matrisome-associated,ECM-affiliated Proteins
BMP3,Matrisome-associated,Secreted Factors
BRINP2,Matrisome-associated,Secreted Factors
CCL18,Matrisome-associated,Secreted Factors
GDF6,Matrisome-associated,Secreted Factors
TGFB2,Matrisome-associated,Secreted Factors
CRLF3,Matrisome-associated,Secreted Factors
CCL8,Matrisome-associated,Secreted Factors
SEMA3A,Matrisome-associated,ECM-affiliated Proteins
NGLY1,Matrisome-associated,ECM Regulators
SERPINB1,Matrisome-associated,ECM Regulators
FCN1,Matrisome-associated,ECM-affiliated Proteins
LTBP1,Core matrisome,ECM Glycoproteins
CSF1,Matrisome-associated,Secreted Factors
ADAM22,Matrisome-associated,ECM Regulators
CLEC3B,Matrisome-associated,ECM-affiliated Proteins
EFEMP1,Core matrisome,ECM Glycoproteins
S100A11,Matrisome-associated,Secreted Factors
EMID1,Core matrisome,ECM Glycoproteins
SERPINB6,Matrisome-associated,ECM Regulators
SFRP2,Matrisome-associated,Secreted Factors
SERPINF1,Matrisome-associated,ECM Regulators
TIMP4,Matrisome-associated,ECM Regulators
COL18A1,Core matrisome,Collagens
ANXA7,Matrisome-associated,ECM-affiliated Proteins
PCOLCE,Core matrisome,ECM Glycoproteins
CLEC6A,Matrisome-associated,ECM-affiliated Proteins
ADAM15,Matrisome-associated,ECM Regulators
EGFL7,Matrisome-associated,Secreted Factors
NTNG1,Core matrisome,ECM Glycoproteins
GAS6,Core matrisome,ECM Glycoproteins
PRELP,Core matrisome,Proteoglycans
CTSB,Matrisome-associated,ECM Regulators
IFNA16,Matrisome-associated,Secreted Factors
IL17F,Matrisome-associated,Secreted Factors
SERPIND1,Matrisome-associated,ECM Regulators
CLEC4E,Matrisome-associated,ECM-affiliated Proteins
OVGP1,Matrisome-associated,ECM-affiliated Proteins
CELA3A,Matrisome-associated,ECM Regulators
TNFSF14,Matrisome-associated,Secreted Factors
ITIH5,Matrisome-associated,ECM Regulators
CST9L,Matrisome-associated,ECM Regulators
PLOD1,Matrisome-associated,ECM Regulators
SPON2,Core matrisome,ECM Glycoproteins
VWA5A,Core matrisome,ECM Glycoproteins
COL27A1,Core matrisome,Collagens
ANXA1,Matrisome-associated,ECM-affiliated Proteins
SERPINB7,Matrisome-associated,ECM Regulators
COL1A2,Core matrisome,Collagens
VWDE,Core matrisome,ECM Glycoproteins
C1QTNF6,Matrisome-associated,ECM-affiliated Proteins
S100A4,Matrisome-associated,Secreted Factors
SEMA3E,Matrisome-associated,ECM-affiliated Proteins
CBLN2,Matrisome-associated,Secreted Factors
IL7,Matrisome-associated,Secreted Factors
F7,Matrisome-associated,ECM Regulators
SLIT2,Core matrisome,ECM Glycoproteins
CCL2,Matrisome-associated,Secreted Factors
COL4A2,Core matrisome,Collagens
HYAL2,Matrisome-associated,ECM Regulators
MMP28,Matrisome-associated,ECM Regulators
WNT3,Matrisome-associated,Secreted Factors
CST8,Matrisome-associated,ECM Regulators
PDGFB,Matrisome-associated,Secreted Factors
CCL3L3,Matrisome-associated,Secreted Factors
REG3A,Matrisome-associated,ECM-affiliated Proteins
IFNA4,Matrisome-associated,Secreted Factors
FGF18,Matrisome-associated,Secreted Factors
FN1,Core matrisome,ECM Glycoproteins
WNT9B,Matrisome-associated,Secreted Factors
ADAMTS10,Matrisome-associated,ECM Regulators
F12,Matrisome-associated,ECM Regulators
CLEC12B,Matrisome-associated,ECM-affiliated Proteins
EBI3,Matrisome-associated,Secreted Factors
VEGFC,Matrisome-associated,Secreted Factors
KITLG,Matrisome-associated,Secreted Factors
S100B,Matrisome-associated,Secreted Factors
FAM20C,Matrisome-associated,ECM Regulators
IGFBP2,Core matrisome,ECM Glycoproteins
NPNT,Core matrisome,ECM Glycoproteins
CELA2A,Matrisome-associated,ECM Regulators
LTBP4,Core matrisome,ECM Glycoproteins
TIMP3,Matrisome-associated,ECM Regulators
GDF2,Matrisome-associated,Secreted Factors
CST3,Matrisome-associated,ECM Regulators
SPARC,Core matrisome,ECM Glycoproteins
SFTPC,Matrisome-associated,ECM-affiliated Proteins
C1QTNF7,Matrisome-associated,ECM-affiliated Proteins
HSPG2,Core matrisome,Proteoglycans
ANXA9,Matrisome-associated,ECM-affiliated Proteins
VWA5B2,Core matrisome,ECM Glycoproteins
ADAMTS4,Matrisome-associated,ECM Regulators
SEMA3B,Matrisome-associated,ECM-affiliated Proteins
WNT8A,Matrisome-associated,Secreted Factors
FBN3,Core matrisome,ECM Glycoproteins
GDF11,Matrisome-associated,Secreted Factors
EGLN2,Matrisome-associated,ECM Regulators
IL25,Matrisome-associated,Secreted Factors
DHH,Matrisome-associated,Secreted Factors
ADAM32,Matrisome-associated,ECM Regulators
CHADL,Core matrisome,Proteoglycans
MUCL1,Matrisome-associated,ECM-affiliated Proteins
LOXL4,Matrisome-associated,ECM Regulators
PLXNB3,Matrisome-associated,ECM-affiliated Proteins
WNT11,Matrisome-associated,Secreted Factors
WIF1,Matrisome-associated,Secreted Factors
TNF,Matrisome-associated,Secreted Factors
SERPINH1,Matrisome-associated,ECM Regulators
C1QC,Matrisome-associated,ECM-affiliated Proteins
PCSK6,Matrisome-associated,ECM Regulators
ADAMTS13,Matrisome-associated,ECM Regulators
WNT10B,Matrisome-associated,Secreted Factors
SEMA4D,Matrisome-associated,ECM-affiliated Proteins
LIF,Matrisome-associated,Secreted Factors
ELSPBP1,Core matrisome,ECM Glycoproteins
CXCL13,Matrisome-associated,Secreted Factors
ADAM23,Matrisome-associated,ECM Regulators
ADAMTS8,Matrisome-associated,ECM Regulators
SPP1,Core matrisome,ECM Glycoproteins
SMOC2,Core matrisome,ECM Glycoproteins
EMCN,Matrisome-associated,ECM-affiliated Proteins
WNT5B,Matrisome-associated,Secreted Factors
CTSF,Matrisome-associated,ECM Regulators
MUC3A,Matrisome-associated,ECM-affiliated Proteins
AGRN,Core matrisome,ECM Glycoproteins
COL4A1,Core matrisome,Collagens
TIMP1,Matrisome-associated,ECM Regulators
CXCL3,Matrisome-associated,Secreted Factors
FGF6,Matrisome-associated,Secreted Factors
PLAT,Matrisome-associated,ECM Regulators
C1QB,Matrisome-associated,ECM-affiliated Proteins
FGF4,Matrisome-associated,Secreted Factors
SDC4,Matrisome-associated,ECM-affiliated Proteins
MDK,Matrisome-associated,Secreted Factors
HAPLN4,Core matrisome,Proteoglycans
MUC21,Matrisome-associated,ECM-affiliated Proteins
CST4,Matrisome-associated,ECM Regulators
LMAN1,Matrisome-associated,ECM-affiliated Proteins
MFAP3,Core matrisome,ECM Glycoproteins
CSPG4,Matrisome-associated,ECM-affiliated Proteins
CX3CL1,Matrisome-associated,Secreted Factors
RELN,Core matrisome,ECM Glycoproteins
FGF17,Matrisome-associated,Secreted Factors
LAMA1,Core matrisome,ECM Glycoproteins
SEMA4A,Matrisome-associated,ECM-affiliated Proteins
A2M,Matrisome-associated,ECM Regulators
IGFBP5,Core matrisome,ECM Glycoproteins
IL6,Matrisome-associated,Secreted Factors
EGLN3,Matrisome-associated,ECM Regulators
IFNA5,Matrisome-associated,Secreted Factors
IL13,Matrisome-associated,Secreted Factors
ANXA11,Matrisome-associated,ECM-affiliated Proteins
COL16A1,Core matrisome,Collagens
PLOD3,Matrisome-associated,ECM Regulators
CCL26,Matrisome-associated,Secreted Factors
ANXA6,Matrisome-associated,ECM-affiliated Proteins
DPT,Core matrisome,ECM Glycoproteins
SNED1,Core matrisome,ECM Glycoproteins
FGF2,Matrisome-associated,Secreted Factors
SERPING1,Matrisome-associated,ECM Regulators
VEGFD,Matrisome-associated,Secreted Factors
FGF21,Matrisome-associated,Secreted Factors
SEMA4B,Matrisome-associated,ECM-affiliated Proteins
P4HA1,Matrisome-associated,ECM Regulators
CCN2,Core matrisome,ECM Glycoproteins
IGFBP4,Core matrisome,ECM Glycoproteins
ANXA8,Matrisome-associated,ECM-affiliated Proteins
FGF1,Matrisome-associated,Secreted Factors
COL11A1,Core matrisome,Collagens
OGFOD2,Matrisome-associated,ECM Regulators
SDC3,Matrisome-associated,ECM-affiliated Proteins
NELL2,Core matrisome,ECM Glycoproteins
TNR,Core matrisome,ECM Glycoproteins
TNFSF13,Matrisome-associated,Secreted Factors
FREM1,Matrisome-associated,ECM-affiliated Proteins
BGN,Core matrisome,Proteoglycans
CCN1,Core matrisome,ECM Glycoproteins
POMZP3,Core matrisome,ECM Glycoproteins
IL18,Matrisome-associated,Secreted Factors
NODAL,Matrisome-associated,Secreted Factors
LAMB2,Core matrisome,ECM Glycoproteins
CCL19,Matrisome-associated,Secreted Factors
FBLN5,Core matrisome,ECM Glycoproteins
HTRA1,Matrisome-associated,ECM Regulators
GDF5,Matrisome-associated,Secreted Factors
INTS6L,Core matrisome,ECM Glycoproteins
LGALS1,Matrisome-associated,ECM-affiliated Proteins
HAPLN2,Core matrisome,Proteoglycans
CCL3,Matrisome-associated,Secreted Factors
PTN,Matrisome-associated,Secreted Factors
GDF1,Matrisome-associated,Secreted Factors
SERPINA1,Matrisome-associated,ECM Regulators
S100A7,Matrisome-associated,Secreted Factors
CRLF1,Matrisome-associated,Secreted Factors
FGF13,Matrisome-associated,Secreted Factors
PRSS3,Matrisome-associated,ECM Regulators
VEGFB,Matrisome-associated,Secreted Factors
